image_id,score,gt_count,spam_count
000000293242,0.9994898903849931,5,0
000000116413,0.9987947920740811,4,0
000000403389,0.9996555837594394,4,0
000000191972,0.9993221073226719,5,0
000000209915,0.9994665532013493,6,0
000000554556,0.9997600018563848,5,0
000000221513,0.9993845797716204,5,0
000000045633,0.9986961418529728,4,0
000000151611,0.9995454688910326,4,0
000000470988,0.9989344885766307,5,0
000000274839,0.9992653176657805,8,0
000000366712,0.9995967017260436,2,0
000000473199,0.9983416570225622,2,0
000000371927,0.9988516980066283,5,0
000000295328,0.9996978504067269,4,0
000000448705,0.9945335056889778,5,0
000000566214,0.9990518325805496,5,0
000000432161,0.7492334652008114,4,0
000000006539,0.9995136439368046,4,0
000000361766,0.749133907647684,4,0
000000535795,0.9988505089417746,4,0
000000562037,0.7494891963564287,4,0
000000076937,0.9996047251212782,3,0
000000547284,0.9991019727715104,7,0
000000355578,0.9996250256496557,5,0
000000425484,0.7992916020895101,5,0
000000077814,0.9993777558040683,3,0
000000383622,0.7493037027359452,3,1
000000352498,0.9993137189530173,7,0
000000201010,0.7136785772646556,7,0
000000562101,0.9987807411657569,6,0
000000177652,0.9985649346236017,4,0
000000140667,0.9994610898751654,7,0
000000311501,0.99940519255327,6,0
000000449345,0.9992853296061197,5,0
000000354544,0.997859000981441,5,0
000000471109,0.9994061450414167,3,0
000000424533,0.9994861390143057,5,0
000000004442,0.7490061367180535,4,0
000000336492,0.9991289375309372,7,0
000000145048,0.9993563186098774,6,0
000000491505,0.7496963972374268,4,0
000000529667,0.9994787107641852,8,0
000000530396,0.999410142962691,6,0
000000576082,0.9986653626035844,5,0
000000315428,0.9990586295976159,7,0
000000224777,0.9992101902650296,3,0
000000435272,0.9993959305163479,5,0
000000480676,0.9987051425351418,5,0
000000471322,0.9991497024751173,2,0
000000489799,0.9990801340868842,4,0
000000458058,0.9991310447262067,8,0
000000039643,0.9990692437307088,4,0
000000151265,0.8745447758613882,8,0
000000440614,0.8323571349153265,6,0
000000068688,0.9984825376866958,3,0
000000548538,0.9990593706214053,5,0
000000347217,0.997848060125861,1,0
000000478457,0.8743206811760247,8,0
000000270316,0.9993978224119,4,0
000000391410,0.999656157952547,2,0
000000556660,0.9995626451657165,2,0
000000079824,0.9992018368274784,4,0
000000045016,0.9990490825038059,8,0
000000075906,0.998831328237855,5,0
000000098514,0.9995318688216707,7,0
000000048791,0.9994699989275251,9,0
000000125586,0.9994584013568862,3,0
000000301195,0.9994604113608706,6,0
000000228215,0.9989546315458493,6,0
000000029327,0.9992122030857319,3,0
000000297146,0.9994775419530821,5,0
000000193629,0.9995013460865684,1,0
000000572362,0.5711398589047689,6,1
000000159592,0.9990225508250502,3,0
000000194407,0.9993929524624144,2,0
000000572671,0.8327862429091129,6,0
000000098801,0.7998231973629067,5,0
000000369418,0.9989970359899961,3,0
000000334714,0.9992220125962811,4,0
000000258476,0.9992982472471835,5,0
000000125213,0.9993869727617382,5,0
000000022087,0.6661426396296669,3,0
000000406988,0.9993343591070363,6,0
000000474543,0.9985775495485943,4,0
000000203210,0.999351544632556,5,0
000000434746,0.9993648025548021,5,0
000000372199,0.9988324345716926,5,0
000000506411,0.9992510248387292,9,0
000000239037,0.9991538672911612,7,0
000000094392,0.9992783562276695,3,0
000000385145,0.9984975517069744,5,0
000000547846,0.49997829006703215,2,0
000000197444,0.9984356458480647,3,0
000000399558,0.9993998332238383,3,0
000000200978,0.9998459187198679,4,0
000000098437,0.999029995598155,4,0
000000002536,0.9990066277320533,7,0
000000480065,0.9995570352172872,3,0
000000396845,0.8564424236943582,6,1
000000472455,0.9991402309133915,4,0
000000181386,0.8331947986320878,6,0
000000375304,0.9990774413950522,5,0
000000180541,0.9995248989442743,7,0
000000173221,0.9993429457177323,5,0
000000207083,0.9998980801626157,3,0
000000073045,0.9993862351737839,7,0
000000174157,0.9984038968443514,3,0
000000002270,0.8565494699941795,7,0
000000453558,0.9989809499586343,6,0
000000132420,0.9992226428514386,7,0
000000378278,0.9990222680035767,5,0
000000064794,0.9996053000169787,6,0
000000468346,0.9996264437179391,6,0
000000280622,0.9997098786227464,7,0
000000099567,0.8718691458770417,7,1
000000247259,0.9991550681733129,7,0
000000292993,0.9996995702255246,6,0
000000389232,0.9988007213382282,5,0
000000059123,0.999082157603184,10,0
000000565002,0.9991411725353718,5,0
000000219848,0.7494999179798397,4,0
000000277795,0.9987984276212766,9,0
000000077680,0.9988187710553798,4,0
