image_id,score,gt_count,spam_count
000000188414,0.8325812628436937,6,0
000000536467,0.9983108066781785,4,0
000000508748,0.8744220869451591,8,0
000000561393,0.8741651621759555,8,0
000000361480,0.9996646870998097,6,0
000000071224,0.9994006110761338,4,0
000000171766,0.8562056302240615,7,0
000000427750,0.9994400388978155,2,0
000000318813,0.9989943214895917,4,0
000000405505,0.999596621608576,6,0
000000499202,0.7993343014065659,5,0
000000044140,0.9993733679794685,3,0
000000372560,0.9981039113082466,6,0
000000509895,0.9996432286092015,4,0
000000142108,0.7493608539248366,4,0
000000487825,0.998583498671189,5,0
000000141879,0.9993406153152407,3,0
000000550878,0.9997890008225964,3,0
000000299794,0.9995434724097851,3,0
000000541280,0.9985007104495034,2,0
000000508531,0.9996905902114102,4,0
000000395340,0.9991800837124742,4,0
000000242133,0.9996147674060724,3,0
000000104596,0.9991089376075203,6,0
000000276047,0.999144477365522,4,0
000000270025,0.9991701135471459,7,0
000000521379,0.9988457759114361,3,0
000000178382,0.9985183395421591,2,0
000000404854,0.9994308730570229,6,0
000000568237,0.6663151559722469,3,0
000000471373,0.9989663575318573,6,0
000000577125,0.9995502813071598,4,0
000000491277,0.9990561203959767,4,0
000000076866,0.999493845950439,5,0
000000180045,0.9994115079503818,4,0
000000553954,0.9995417859219596,5,0
000000437831,0.9995898631492752,7,0
000000198198,0.9993187383080235,8,0
000000199112,0.9994104921732181,8,0
000000271441,0.998824470711952,3,0
000000054974,0.9975850415229132,3,0
000000447862,0.9989025693265257,5,0
000000336491,0.9991638573084803,7,0
000000141807,0.9983906446810702,4,0
000000130681,0.9993421956263493,4,0
000000527510,0.8328110152995332,6,0
000000401040,0.9992722601776073,7,0
000000541999,0.9990829667543344,4,0
000000317130,0.9995029417814371,5,0
000000544272,0.9992200286438321,7,0
000000108228,0.9992057874115504,5,0
000000316342,0.9998526412441011,3,0
000000486250,0.8746602799805534,8,0
000000468603,0.9992765901689028,4,0
000000400313,0.9995319186671888,9,0
000000261787,0.99936180649165,7,0
000000468789,0.9996188650863259,8,0
000000436660,0.9990983028379969,4,0
000000167683,0.8331496158157948,6,0
000000238709,0.9996498187773301,3,0
000000204999,0.8327240669139743,6,0
000000388019,0.998845437329436,4,0
000000033405,0.9993962392898122,3,0
000000440060,0.9988192564396842,3,0
000000112295,0.9997362127678846,5,0
000000266727,0.9995107701746675,4,0
000000571603,0.9997227840524522,6,0
000000540039,0.8739052424647977,8,0
000000289341,0.9990355044183241,6,0
000000094436,0.7992907023796472,5,0
000000511853,0.9992404732077362,5,0
000000315383,0.9981168621758041,5,0
